"","subjectid","activity","feature","mean_measure"
"2153","16","STANDING","tBodyGyroscopeMagnitudemean",-0.972528178205128
"2154","16","STANDING","tBodyGyroscopeMagnitudestd",-0.964105768461539
"2155","16","STANDING","tBodyGyroscopemean",-0.00395573051068376
"2156","16","STANDING","tBodyGyroscopestd",-0.978622463760684
"2157","16","STANDING","tGravityAccelerometerMagnitudemean",-0.969948825128205
"2158","16","STANDING","tGravityAccelerometerMagnitudestd",-0.95729449448718
"2159","16","STANDING","tGravityAccelerometermean",0.238987858897436
"2160","16","STANDING","tGravityAccelerometerstd",-0.975158318803419
"2161","16","WALKING","angletBodyAccelerometerJerkMeangravityMean",0.0100011474509804
"2162","16","WALKING","angletBodyAccelerometerMeangravity",0.014808426
"2163","16","WALKING","angletBodyGyroscopeJerkMeangravityMean",0.0878579411176471
"2164","16","WALKING","angletBodyGyroscopeMeangravityMean",-0.109617479829412
"2165","16","WALKING","angleXgravityMean",-0.734720621176471
"2166","16","WALKING","angleYgravityMean",0.129418360588235
"2167","16","WALKING","angleZgravityMean",0.174356318431373
"2168","16","WALKING","FFTBodyAccelerometerJerkmean",-0.43933646627451
"2169","16","WALKING","FFTBodyAccelerometerJerkmeanFreq",-0.393784359153595
"2170","16","WALKING","FFTBodyAccelerometerJerkstd",-0.431044351830065
"2171","16","WALKING","FFTBodyAccelerometerMagnitudemean",-0.410463241960784
"2172","16","WALKING","FFTBodyAccelerometerMagnitudemeanFreq",0.175600477686275
"2173","16","WALKING","FFTBodyAccelerometerMagnitudestd",-0.592150985098039
"2174","16","WALKING","FFTBodyAccelerometermean",-0.320218049869281
"2175","16","WALKING","FFTBodyAccelerometermeanFreq",-0.115580017575621
"2176","16","WALKING","FFTBodyAccelerometerstd",-0.314647494869281
"2177","16","WALKING","FFTBodyBodyAccelerometerJerkMagnitudemean",-0.378278490588235
"2178","16","WALKING","FFTBodyBodyAccelerometerJerkMagnitudemeanFreq",0.0921999142870588
"2179","16","WALKING","FFTBodyBodyAccelerometerJerkMagnitudestd",-0.441447754509804
"2180","16","WALKING","FFTBodyBodyGyroscopeJerkMagnitudemean",-0.72068229
"2181","16","WALKING","FFTBodyBodyGyroscopeJerkMagnitudemeanFreq",0.1076755658
"2182","16","WALKING","FFTBodyBodyGyroscopeJerkMagnitudestd",-0.745726853921569
"2183","16","WALKING","FFTBodyBodyGyroscopeMagnitudemean",-0.669228540784314
"2184","16","WALKING","FFTBodyBodyGyroscopeMagnitudemeanFreq",0.179727428509804
"2185","16","WALKING","FFTBodyBodyGyroscopeMagnitudestd",-0.721137001568627
"2186","16","WALKING","FFTBodyGyroscopemean",-0.549454575882353
"2187","16","WALKING","FFTBodyGyroscopemeanFreq",-0.185385969511765
"2188","16","WALKING","FFTBodyGyroscopestd",-0.562967268562091
"2189","16","WALKING","tBodyAccelerometerJerkMagnitudemean",-0.363144483529412
"2190","16","WALKING","tBodyAccelerometerJerkMagnitudestd",-0.403386563921569
"2191","16","WALKING","tBodyAccelerometerJerkmean",0.0301049522607843
"2192","16","WALKING","tBodyAccelerometerJerkstd",-0.420681938169935
"2193","16","WALKING","tBodyAccelerometerMagnitudemean",-0.258766694117647
"2194","16","WALKING","tBodyAccelerometerMagnitudestd",-0.47180926745098
"2195","16","WALKING","tBodyAccelerometermean",0.0489302739201961
"2196","16","WALKING","tBodyAccelerometerstd",-0.293020692169935
"2197","16","WALKING","tBodyGyroscopeJerkMagnitudemean",-0.671541834117647
"2198","16","WALKING","tBodyGyroscopeJerkMagnitudestd",-0.722808438431373
"2199","16","WALKING","tBodyGyroscopeJerkmean",-0.0692012332235294
"2200","16","WALKING","tBodyGyroscopeJerkstd",-0.653130751699346
"2201","16","WALKING","tBodyGyroscopeMagnitudemean",-0.485931932745098
"2202","16","WALKING","tBodyGyroscopeMagnitudestd",-0.665078404313725
"2203","16","WALKING","tBodyGyroscopemean",-0.000967562223790849
"2204","16","WALKING","tBodyGyroscopestd",-0.544085003921569
"2205","16","WALKING","tGravityAccelerometerMagnitudemean",-0.258766694117647
"2206","16","WALKING","tGravityAccelerometerMagnitudestd",-0.47180926745098
"2207","16","WALKING","tGravityAccelerometermean",0.213935161496732
"2208","16","WALKING","tGravityAccelerometerstd",-0.972547230588235
"2209","16","WALKING_DOWNSTAIRS","angletBodyAccelerometerJerkMeangravityMean",-0.0449862704468085
"2210","16","WALKING_DOWNSTAIRS","angletBodyAccelerometerMeangravity",-0.163042575021277
"2211","16","WALKING_DOWNSTAIRS","angletBodyGyroscopeJerkMeangravityMean",-0.0557949436914894
"2212","16","WALKING_DOWNSTAIRS","angletBodyGyroscopeMeangravityMean",0.12649939587234
"2213","16","WALKING_DOWNSTAIRS","angleXgravityMean",-0.731151421702128
"2214","16","WALKING_DOWNSTAIRS","angleYgravityMean",0.123723224093617
"2215","16","WALKING_DOWNSTAIRS","angleZgravityMean",0.180955706382979
"2216","16","WALKING_DOWNSTAIRS","FFTBodyAccelerometerJerkmean",-0.229125606092199
"2217","16","WALKING_DOWNSTAIRS","FFTBodyAccelerometerJerkmeanFreq",-0.387560098659574
"2218","16","WALKING_DOWNSTAIRS","FFTBodyAccelerometerJerkstd",-0.257072306971489
"2219","16","WALKING_DOWNSTAIRS","FFTBodyAccelerometerMagnitudemean",0.114032088546809
"2220","16","WALKING_DOWNSTAIRS","FFTBodyAccelerometerMagnitudemeanFreq",0.0201391853085106
"2221","16","WALKING_DOWNSTAIRS","FFTBodyAccelerometerMagnitudestd",-0.0534137179170213
"2222","16","WALKING_DOWNSTAIRS","FFTBodyAccelerometermean",-0.0484887545530496
"2223","16","WALKING_DOWNSTAIRS","FFTBodyAccelerometermeanFreq",-0.138436748362411
"2224","16","WALKING_DOWNSTAIRS","FFTBodyAccelerometerstd",0.00648776007886525
"2225","16","WALKING_DOWNSTAIRS","FFTBodyBodyAccelerometerJerkMagnitudemean",-0.0745659082223404
"2226","16","WALKING_DOWNSTAIRS","FFTBodyBodyAccelerometerJerkMagnitudemeanFreq",-0.0148414437446808
"2227","16","WALKING_DOWNSTAIRS","FFTBodyBodyAccelerometerJerkMagnitudestd",-0.0919623368021277
"2228","16","WALKING_DOWNSTAIRS","FFTBodyBodyGyroscopeJerkMagnitudemean",-0.58966315
"2229","16","WALKING_DOWNSTAIRS","FFTBodyBodyGyroscopeJerkMagnitudemeanFreq",0.102927876712766
"2230","16","WALKING_DOWNSTAIRS","FFTBodyBodyGyroscopeJerkMagnitudestd",-0.633479804680851
"2231","16","WALKING_DOWNSTAIRS","FFTBodyBodyGyroscopeMagnitudemean",-0.488253939574468
"2232","16","WALKING_DOWNSTAIRS","FFTBodyBodyGyroscopeMagnitudemeanFreq",0.041547289106383
"2233","16","WALKING_DOWNSTAIRS","FFTBodyBodyGyroscopeMagnitudestd",-0.479939845914894
"2234","16","WALKING_DOWNSTAIRS","FFTBodyGyroscopemean",-0.425119205924823
"2235","16","WALKING_DOWNSTAIRS","FFTBodyGyroscopemeanFreq",-0.108280198505674
"2236","16","WALKING_DOWNSTAIRS","FFTBodyGyroscopestd",-0.518896116666667
"2237","16","WALKING_DOWNSTAIRS","tBodyAccelerometerJerkMagnitudemean",-0.165908810808511
"2238","16","WALKING_DOWNSTAIRS","tBodyAccelerometerJerkMagnitudestd",-0.0783498875595745
"2239","16","WALKING_DOWNSTAIRS","tBodyAccelerometerJerkmean",0.0155539990347518
"2240","16","WALKING_DOWNSTAIRS","tBodyAccelerometerJerkstd",-0.222084420617731
"2241","16","WALKING_DOWNSTAIRS","tBodyAccelerometerMagnitudemean",0.191079793587447
"2242","16","WALKING_DOWNSTAIRS","tBodyAccelerometerMagnitudestd",0.119183740638298
"2243","16","WALKING_DOWNSTAIRS","tBodyAccelerometermean",0.0524410795546099
"2244","16","WALKING_DOWNSTAIRS","tBodyAccelerometerstd",0.0238978515843972
"2245","16","WALKING_DOWNSTAIRS","tBodyGyroscopeJerkMagnitudemean",-0.590896636382979
"2246","16","WALKING_DOWNSTAIRS","tBodyGyroscopeJerkMagnitudestd",-0.595822214468085
"2247","16","WALKING_DOWNSTAIRS","tBodyGyroscopeJerkmean",-0.0739621336039716
"2248","16","WALKING_DOWNSTAIRS","tBodyGyroscopeJerkstd",-0.582577092765957
"2249","16","WALKING_DOWNSTAIRS","tBodyGyroscopeMagnitudemean",-0.309820427234043
"2250","16","WALKING_DOWNSTAIRS","tBodyGyroscopeMagnitudestd",-0.422315316808511
"2251","16","WALKING_DOWNSTAIRS","tBodyGyroscopemean",-0.00242137466808511
"2252","16","WALKING_DOWNSTAIRS","tBodyGyroscopestd",-0.475718036879433
"2253","16","WALKING_DOWNSTAIRS","tGravityAccelerometerMagnitudemean",0.191079793587447
"2254","16","WALKING_DOWNSTAIRS","tGravityAccelerometerMagnitudestd",0.119183740638298
"2255","16","WALKING_DOWNSTAIRS","tGravityAccelerometermean",0.211317554333333
"2256","16","WALKING_DOWNSTAIRS","tGravityAccelerometerstd",-0.941287284964539
"2257","16","WALKING_UPSTAIRS","angletBodyAccelerometerJerkMeangravityMean",0.0808783829
"2258","16","WALKING_UPSTAIRS","angletBodyAccelerometerMeangravity",0.0238927530392157
"2259","16","WALKING_UPSTAIRS","angletBodyGyroscopeJerkMeangravityMean",0.175222850392157
"2260","16","WALKING_UPSTAIRS","angletBodyGyroscopeMeangravityMean",-0.269905448235294
"2261","16","WALKING_UPSTAIRS","angleXgravityMean",-0.545576641372549
"2262","16","WALKING_UPSTAIRS","angleYgravityMean",0.138773099601961
"2263","16","WALKING_UPSTAIRS","angleZgravityMean",0.293497544705882
"2264","16","WALKING_UPSTAIRS","FFTBodyAccelerometerJerkmean",-0.526638302941177
"2265","16","WALKING_UPSTAIRS","FFTBodyAccelerometerJerkmeanFreq",-0.462532358058824
"2266","16","WALKING_UPSTAIRS","FFTBodyAccelerometerJerkstd",-0.525107896339869
"2267","16","WALKING_UPSTAIRS","FFTBodyAccelerometerMagnitudemean",-0.370649738235294
"2268","16","WALKING_UPSTAIRS","FFTBodyAccelerometerMagnitudemeanFreq",-0.0937396805764706
"2269","16","WALKING_UPSTAIRS","FFTBodyAccelerometerMagnitudestd",-0.418924256078431
"2270","16","WALKING_UPSTAIRS","FFTBodyAccelerometermean",-0.359633622875817
"2271","16","WALKING_UPSTAIRS","FFTBodyAccelerometermeanFreq",-0.321061459430719
"2272","16","WALKING_UPSTAIRS","FFTBodyAccelerometerstd",-0.210173871081046
"2273","16","WALKING_UPSTAIRS","FFTBodyBodyAccelerometerJerkMagnitudemean",-0.475597717843137
"2274","16","WALKING_UPSTAIRS","FFTBodyBodyAccelerometerJerkMagnitudemeanFreq",0.0673443714078431
"2275","16","WALKING_UPSTAIRS","FFTBodyBodyAccelerometerJerkMagnitudestd",-0.51993124
"2276","16","WALKING_UPSTAIRS","FFTBodyBodyGyroscopeJerkMagnitudemean",-0.787833632352941
"2277","16","WALKING_UPSTAIRS","FFTBodyBodyGyroscopeJerkMagnitudemeanFreq",0.13453789232549
"2278","16","WALKING_UPSTAIRS","FFTBodyBodyGyroscopeJerkMagnitudestd",-0.825314327058824
"2279","16","WALKING_UPSTAIRS","FFTBodyBodyGyroscopeMagnitudemean",-0.630546675490196
"2280","16","WALKING_UPSTAIRS","FFTBodyBodyGyroscopeMagnitudemeanFreq",-0.279231071313725
"2281","16","WALKING_UPSTAIRS","FFTBodyBodyGyroscopeMagnitudestd",-0.532486721568627
"2282","16","WALKING_UPSTAIRS","FFTBodyGyroscopemean",-0.55561509130719
"2283","16","WALKING_UPSTAIRS","FFTBodyGyroscopemeanFreq",-0.370805367052288
"2284","16","WALKING_UPSTAIRS","FFTBodyGyroscopestd",-0.485602039901961
"2285","16","WALKING_UPSTAIRS","tBodyAccelerometerJerkMagnitudemean",-0.48321905
"2286","16","WALKING_UPSTAIRS","tBodyAccelerometerJerkMagnitudestd",-0.493067129607843
"2287","16","WALKING_UPSTAIRS","tBodyAccelerometerJerkmean",0.0438929867326797
"2288","16","WALKING_UPSTAIRS","tBodyAccelerometerJerkstd",-0.513375402352941
"2289","16","WALKING_UPSTAIRS","tBodyAccelerometerMagnitudemean",-0.233990331568627
"2290","16","WALKING_UPSTAIRS","tBodyAccelerometerMagnitudestd",-0.334795080196078
"2291","16","WALKING_UPSTAIRS","tBodyAccelerometermean",0.0391820301270588
"2292","16","WALKING_UPSTAIRS","tBodyAccelerometerstd",-0.230033467456209
"2293","16","WALKING_UPSTAIRS","tBodyGyroscopeJerkMagnitudemean",-0.737705162156863
"2294","16","WALKING_UPSTAIRS","tBodyGyroscopeJerkMagnitudestd",-0.797293228431373
"2295","16","WALKING_UPSTAIRS","tBodyGyroscopeJerkmean",-0.0686485745082353
"2296","16","WALKING_UPSTAIRS","tBodyGyroscopeJerkstd",-0.733028085620915
"2297","16","WALKING_UPSTAIRS","tBodyGyroscopeMagnitudemean",-0.308260568039216
"2298","16","WALKING_UPSTAIRS","tBodyGyroscopeMagnitudestd",-0.518189646470588
"2299","16","WALKING_UPSTAIRS","tBodyGyroscopemean",0.00514477620653595
"2300","16","WALKING_UPSTAIRS","tBodyGyroscopestd",-0.486498410156863
"2301","16","WALKING_UPSTAIRS","tGravityAccelerometerMagnitudemean",-0.233990331568627
"2302","16","WALKING_UPSTAIRS","tGravityAccelerometerMagnitudestd",-0.334795080196078
"2303","16","WALKING_UPSTAIRS","tGravityAccelerometermean",0.122407327385621
"2304","16","WALKING_UPSTAIRS","tGravityAccelerometerstd",-0.929906857581699
"2305","17","LAYING","angletBodyAccelerometerJerkMeangravityMean",0.0190444742957746
"2306","17","LAYING","angletBodyAccelerometerMeangravity",0.00777276090309859
"2307","17","LAYING","angletBodyGyroscopeJerkMeangravityMean",-0.0530255507746479
"2308","17","LAYING","angletBodyGyroscopeMeangravityMean",0.0150996692507042
"2309","17","LAYING","angleXgravityMean",0.395076582253521
"2310","17","LAYING","angleYgravityMean",-0.426235558450704
"2311","17","LAYING","angleZgravityMean",-0.555002876901408
"2312","17","LAYING","FFTBodyAccelerometerJerkmean",-0.979688172018779
"2313","17","LAYING","FFTBodyAccelerometerJerkmeanFreq",0.0809845991007042
"2314","17","LAYING","FFTBodyAccelerometerJerkstd",-0.981803773004695
"2315","17","LAYING","FFTBodyAccelerometerMagnitudemean",-0.961046326338028
"2316","17","LAYING","FFTBodyAccelerometerMagnitudemeanFreq",-0.0494678208816901
"2317","17","LAYING","FFTBodyAccelerometerMagnitudestd",-0.949042531690141
"2318","17","LAYING","FFTBodyAccelerometermean",-0.964804491314554
"2319","17","LAYING","FFTBodyAccelerometermeanFreq",0.00763748378685446
"2320","17","LAYING","FFTBodyAccelerometerstd",-0.955115699248826
"2321","17","LAYING","FFTBodyBodyAccelerometerJerkMagnitudemean",-0.979687318732394
"2322","17","LAYING","FFTBodyBodyAccelerometerJerkMagnitudemeanFreq",0.374273668633803
"2323","17","LAYING","FFTBodyBodyAccelerometerJerkMagnitudestd",-0.979657231408451
"2324","17","LAYING","FFTBodyBodyGyroscopeJerkMagnitudemean",-0.982765526478873
"2325","17","LAYING","FFTBodyBodyGyroscopeJerkMagnitudemeanFreq",0.242850862323944
"2326","17","LAYING","FFTBodyBodyGyroscopeJerkMagnitudestd",-0.981983437605634
"2327","17","LAYING","FFTBodyBodyGyroscopeMagnitudemean",-0.969014444788732
"2328","17","LAYING","FFTBodyBodyGyroscopeMagnitudemeanFreq",-0.0465567390414085
"2329","17","LAYING","FFTBodyBodyGyroscopeMagnitudestd",-0.96002383915493
"2330","17","LAYING","FFTBodyGyroscopemean",-0.973927720610329
"2331","17","LAYING","FFTBodyGyroscopemeanFreq",0.051341090155493
"2332","17","LAYING","FFTBodyGyroscopestd",-0.975396143755869
"2333","17","LAYING","tBodyAccelerometerJerkMagnitudemean",-0.981607627887324
"2334","17","LAYING","tBodyAccelerometerJerkMagnitudestd",-0.980126745352113
"2335","17","LAYING","tBodyAccelerometerJerkmean",0.0282780343719718
"2336","17","LAYING","tBodyAccelerometerJerkstd",-0.980420853521127
"2337","17","LAYING","tBodyAccelerometerMagnitudemean",-0.953021411126761
"2338","17","LAYING","tBodyAccelerometerMagnitudestd",-0.948257993521127
"2339","17","LAYING","tBodyAccelerometermean",0.0486425350667606
"2340","17","LAYING","tBodyAccelerometerstd",-0.957076714225352
"2341","17","LAYING","tBodyGyroscopeJerkMagnitudemean",-0.985542411126761
"2342","17","LAYING","tBodyGyroscopeJerkMagnitudestd",-0.982038121126761
"2343","17","LAYING","tBodyGyroscopeJerkmean",-0.0662461943286385
"2344","17","LAYING","tBodyGyroscopeJerkstd",-0.984049894037559
"2345","17","LAYING","tBodyGyroscopeMagnitudemean",-0.960733121690141
"2346","17","LAYING","tBodyGyroscopeMagnitudestd",-0.959325498732394
"2347","17","LAYING","tBodyGyroscopemean",-0.00216439188499531
"2348","17","LAYING","tBodyGyroscopestd",-0.974526056431925
"2349","17","LAYING","tGravityAccelerometerMagnitudemean",-0.953021411126761
"2350","17","LAYING","tGravityAccelerometerMagnitudestd",-0.948257993521127
"2351","17","LAYING","tGravityAccelerometermean",0.394105494788732
"2352","17","LAYING","tGravityAccelerometerstd",-0.95989815629108
"2353","17","SITTING","angletBodyAccelerometerJerkMeangravityMean",0.00281352192328125
"2354","17","SITTING","angletBodyAccelerometerMeangravity",-0.0091761503225
"2355","17","SITTING","angletBodyGyroscopeJerkMeangravityMean",-0.0571530263296875
"2356","17","SITTING","angletBodyGyroscopeMeangravityMean",0.02454278904375
"2357","17","SITTING","angleXgravityMean",-0.81445408953125
"2358","17","SITTING","angleYgravityMean",0.085758277453125
"2359","17","SITTING","angleZgravityMean",0.117860678351562
"2360","17","SITTING","FFTBodyAccelerometerJerkmean",-0.990566035364583
"2361","17","SITTING","FFTBodyAccelerometerJerkmeanFreq",0.140017274884375
"2362","17","SITTING","FFTBodyAccelerometerJerkstd",-0.9917824071875
"2363","17","SITTING","FFTBodyAccelerometerMagnitudemean",-0.973626755
"2364","17","SITTING","FFTBodyAccelerometerMagnitudemeanFreq",0.126009669051562
"2365","17","SITTING","FFTBodyAccelerometerMagnitudestd",-0.9653996796875
"2366","17","SITTING","FFTBodyAccelerometermean",-0.9795796584375
"2367","17","SITTING","FFTBodyAccelerometermeanFreq",0.116049769672917
"2368","17","SITTING","FFTBodyAccelerometerstd",-0.972455842916667
"2369","17","SITTING","FFTBodyBodyAccelerometerJerkMagnitudemean",-0.99142725046875
"2370","17","SITTING","FFTBodyBodyAccelerometerJerkMagnitudemeanFreq",0.38152125453125
"2371","17","SITTING","FFTBodyBodyAccelerometerJerkMagnitudestd",-0.99031962640625
"2372","17","SITTING","FFTBodyBodyGyroscopeJerkMagnitudemean",-0.995204564375
"2373","17","SITTING","FFTBodyBodyGyroscopeJerkMagnitudemeanFreq",0.3586823609625
"2374","17","SITTING","FFTBodyBodyGyroscopeJerkMagnitudestd",-0.99362452375
"2375","17","SITTING","FFTBodyBodyGyroscopeMagnitudemean",-0.98336929234375
"2376","17","SITTING","FFTBodyBodyGyroscopeMagnitudemeanFreq",-0.0181759388351563
"2377","17","SITTING","FFTBodyBodyGyroscopeMagnitudestd",-0.97471085296875
"2378","17","SITTING","FFTBodyGyroscopemean",-0.986274048489583
"2379","17","SITTING","FFTBodyGyroscopemeanFreq",0.0474386178265625
"2380","17","SITTING","FFTBodyGyroscopestd",-0.98527466796875
"2381","17","SITTING","tBodyAccelerometerJerkMagnitudemean",-0.99281471515625
"2382","17","SITTING","tBodyAccelerometerJerkMagnitudestd",-0.99144649921875
"2383","17","SITTING","tBodyAccelerometerJerkmean",0.02637540417
"2384","17","SITTING","tBodyAccelerometerJerkstd",-0.991168955729167
"2385","17","SITTING","tBodyAccelerometerMagnitudemean",-0.97274734640625
"2386","17","SITTING","tBodyAccelerometerMagnitudestd",-0.96506519109375
"2387","17","SITTING","tBodyAccelerometermean",0.0498588868364583
"2388","17","SITTING","tBodyAccelerometerstd",-0.974010576979167
"2389","17","SITTING","tBodyGyroscopeJerkMagnitudemean",-0.996334795
"2390","17","SITTING","tBodyGyroscopeJerkMagnitudestd",-0.994446755625
"2391","17","SITTING","tBodyGyroscopeJerkmean",-0.0621504804115625
"2392","17","SITTING","tBodyGyroscopeJerkstd",-0.994693025208333
"2393","17","SITTING","tBodyGyroscopeMagnitudemean",-0.967177744375
"2394","17","SITTING","tBodyGyroscopeMagnitudestd",-0.97541025484375
"2395","17","SITTING","tBodyGyroscopemean",-0.00782279060052083
"2396","17","SITTING","tBodyGyroscopestd",-0.985157410833333
"2397","17","SITTING","tGravityAccelerometerMagnitudemean",-0.97274734640625
"2398","17","SITTING","tGravityAccelerometerMagnitudestd",-0.96506519109375
"2399","17","SITTING","tGravityAccelerometermean",0.268755064268229
"2400","17","SITTING","tGravityAccelerometerstd",-0.971175789010417
"2401","17","STANDING","angletBodyAccelerometerJerkMeangravityMean",0.00301967217179487
"2402","17","STANDING","angletBodyAccelerometerMeangravity",0.0151142472629487
"2403","17","STANDING","angletBodyGyroscopeJerkMeangravityMean",0.0704568026666667
"2404","17","STANDING","angletBodyGyroscopeMeangravityMean",0.0443821693333333
"2405","17","STANDING","angleXgravityMean",-0.66226282474359
"2406","17","STANDING","angleYgravityMean",0.260217512307692
"2407","17","STANDING","angleZgravityMean",0.164226520641026
"2408","17","STANDING","FFTBodyAccelerometerJerkmean",-0.989323733760684
"2409","17","STANDING","FFTBodyAccelerometerJerkmeanFreq",0.138613183079957
"2410","17","STANDING","FFTBodyAccelerometerJerkstd",-0.990808701623932
"2411","17","STANDING","FFTBodyAccelerometerMagnitudemean",-0.980967748205128
"2412","17","STANDING","FFTBodyAccelerometerMagnitudemeanFreq",0.119058407512821
"2413","17","STANDING","FFTBodyAccelerometerMagnitudestd",-0.975504840641026
"2414","17","STANDING","FFTBodyAccelerometermean",-0.981776559700855
"2415","17","STANDING","FFTBodyAccelerometermeanFreq",0.0401840842508547
"2416","17","STANDING","FFTBodyAccelerometerstd",-0.974914951025641
"2417","17","STANDING","FFTBodyBodyAccelerometerJerkMagnitudemean",-0.990162798846154
"2418","17","STANDING","FFTBodyBodyAccelerometerJerkMagnitudemeanFreq",0.426849040797436
"2419","17","STANDING","FFTBodyBodyAccelerometerJerkMagnitudestd",-0.989472086666667
"2420","17","STANDING","FFTBodyBodyGyroscopeJerkMagnitudemean",-0.992723939358974
"2421","17","STANDING","FFTBodyBodyGyroscopeJerkMagnitudemeanFreq",0.314617814282051
"2422","17","STANDING","FFTBodyBodyGyroscopeJerkMagnitudestd",-0.992177303589744
"2423","17","STANDING","FFTBodyBodyGyroscopeMagnitudemean",-0.984291131538461
"2424","17","STANDING","FFTBodyBodyGyroscopeMagnitudemeanFreq",-0.115635141833333
"2425","17","STANDING","FFTBodyBodyGyroscopeMagnitudestd",-0.977263418717949
"2426","17","STANDING","FFTBodyGyroscopemean",-0.984661761196581
"2427","17","STANDING","FFTBodyGyroscopemeanFreq",-0.0805305502391453
"2428","17","STANDING","FFTBodyGyroscopestd",-0.984154392606838
"2429","17","STANDING","tBodyAccelerometerJerkMagnitudemean",-0.991742753589744
"2430","17","STANDING","tBodyAccelerometerJerkMagnitudestd",-0.990363248205128
"2431","17","STANDING","tBodyAccelerometerJerkmean",0.0255430113826923
"2432","17","STANDING","tBodyAccelerometerJerkstd",-0.989990764188034
"2433","17","STANDING","tBodyAccelerometerMagnitudemean",-0.977635981410256
"2434","17","STANDING","tBodyAccelerometerMagnitudestd",-0.975377309871795
"2435","17","STANDING","tBodyAccelerometermean",0.0496994504504701
"2436","17","STANDING","tBodyAccelerometerstd",-0.976601087606838
"2437","17","STANDING","tBodyGyroscopeJerkMagnitudemean",-0.993672973717949
"2438","17","STANDING","tBodyGyroscopeJerkMagnitudestd",-0.992372117307692
"2439","17","STANDING","tBodyGyroscopeJerkmean",-0.0654580590470085
"2440","17","STANDING","tBodyGyroscopeJerkstd",-0.991761401452991
"2441","17","STANDING","tBodyGyroscopeMagnitudemean",-0.978184576538462
"2442","17","STANDING","tBodyGyroscopeMagnitudestd",-0.977680837435897
"2443","17","STANDING","tBodyGyroscopemean",-0.00532157313811966
"2444","17","STANDING","tBodyGyroscopestd",-0.984010870299145
"2445","17","STANDING","tGravityAccelerometerMagnitudemean",-0.977635981410256
"2446","17","STANDING","tGravityAccelerometerMagnitudestd",-0.975377309871795
"2447","17","STANDING","tGravityAccelerometermean",0.148167990824786
"2448","17","STANDING","tGravityAccelerometerstd",-0.976911201324786
"2449","17","WALKING","angletBodyAccelerometerJerkMeangravityMean",-0.00860624890163935
"2450","17","WALKING","angletBodyAccelerometerMeangravity",0.0631849965737705
"2451","17","WALKING","angletBodyGyroscopeJerkMeangravityMean",0.0101386455737705
"2452","17","WALKING","angletBodyGyroscopeMeangravityMean",0.0733299990819672
"2453","17","WALKING","angleXgravityMean",-0.727020840163934
"2454","17","WALKING","angleYgravityMean",0.207186541803279
"2455","17","WALKING","angleZgravityMean",0.155074008229508
"2456","17","WALKING","FFTBodyAccelerometerJerkmean",-0.380368624021858
"2457","17","WALKING","FFTBodyAccelerometerJerkmeanFreq",-0.428011238540984
"2458","17","WALKING","FFTBodyAccelerometerJerkstd",-0.311592354337705
"2459","17","WALKING","FFTBodyAccelerometerMagnitudemean",-0.429380043442623
"2460","17","WALKING","FFTBodyAccelerometerMagnitudemeanFreq",0.174349227754098
"2461","17","WALKING","FFTBodyAccelerometerMagnitudestd",-0.565162507704918
"2462","17","WALKING","FFTBodyAccelerometermean",-0.269617079808579
"2463","17","WALKING","FFTBodyAccelerometermeanFreq",-0.166567482698415
"2464","17","WALKING","FFTBodyAccelerometerstd",-0.207603887367213
"2465","17","WALKING","FFTBodyBodyAccelerometerJerkMagnitudemean",-0.335938891803279
"2466","17","WALKING","FFTBodyBodyAccelerometerJerkMagnitudemeanFreq",0.0274103270236066
"2467","17","WALKING","FFTBodyBodyAccelerometerJerkMagnitudestd",-0.211231860180328
"2468","17","WALKING","FFTBodyBodyGyroscopeJerkMagnitudemean",-0.582711859672131
"2469","17","WALKING","FFTBodyBodyGyroscopeJerkMagnitudemeanFreq",0.152044228696721
"2470","17","WALKING","FFTBodyBodyGyroscopeJerkMagnitudestd",-0.520385479180328
"2471","17","WALKING","FFTBodyBodyGyroscopeMagnitudemean",-0.518618058688525
"2472","17","WALKING","FFTBodyBodyGyroscopeMagnitudemeanFreq",0.351564688770492
"2473","17","WALKING","FFTBodyBodyGyroscopeMagnitudestd",-0.615320077704918
"2474","17","WALKING","FFTBodyGyroscopemean",-0.432230737540984
"2475","17","WALKING","FFTBodyGyroscopemeanFreq",-0.114007168021858
"2476","17","WALKING","FFTBodyGyroscopestd",-0.460952259344262
"2477","17","WALKING","tBodyAccelerometerJerkMagnitudemean",-0.301093269180328
"2478","17","WALKING","tBodyAccelerometerJerkMagnitudestd",-0.275672786229508
"2479","17","WALKING","tBodyAccelerometerJerkmean",0.0382346820945355
"2480","17","WALKING","tBodyAccelerometerJerkstd",-0.327778150149727
"2481","17","WALKING","tBodyAccelerometerMagnitudemean",-0.151151487704918
"2482","17","WALKING","tBodyAccelerometerMagnitudestd",-0.461837866885246
"2483","17","WALKING","tBodyAccelerometermean",0.0480207309597268
"2484","17","WALKING","tBodyAccelerometerstd",-0.20096815022847
"2485","17","WALKING","tBodyGyroscopeJerkMagnitudemean",-0.517167440655738
"2486","17","WALKING","tBodyGyroscopeJerkMagnitudestd",-0.53970849147541
"2487","17","WALKING","tBodyGyroscopeJerkmean",-0.0664216958218579
"2488","17","WALKING","tBodyGyroscopeJerkstd",-0.505307508196721
"2489","17","WALKING","tBodyGyroscopeMagnitudemean",-0.335009836885246
"2490","17","WALKING","tBodyGyroscopeMagnitudestd",-0.522494763606557
"2491","17","WALKING","tBodyGyroscopemean",-0.00582890796612022
